example_id,problem,gold answer
805b4c3dc4,What is the date of birth of the person who served as cinematographer for both films Homefront and Big Daddy?,1947-05-10
075612cc20,Who handled the set decoration for the films where the fictional character Rasputia Latimore appeared and that were released on 2007-02-09?,Robert Greenfield
cf91991252,Who among the female cast played the character Bar Frog in the sequel of the film Shrek?,Wendy Bilanski
2004838780,What is the release date of the latest film directed by Demi Moore?,2011-10-10
487db3afee,Find the female actor who took on the role of Employment Agent in the earliest released film in which the fictional character Wednesday Addams appears.,Kate McGregor-Stewart
5f2a213cda,"Who is the person who started their marriage most recently, and is or was married to one of the editors of the film Inglourious Basterds?",Dean Parisot
4a4b73c910,What is the date of birth for the persons who were writers for both South Park and Modern Family?,1976-09-24
b5fa036b6c,"Among all the sports teams coached by Gianluca Zambrotta, which one has the latest end date for coaching?",Jiangsu F.C.
840cad8614,"Considering all the films where Roger Clemens is an actor, which one was released first?",Cobb
77665bb15b,Who directed the casting for the film Portrait of a Lady on Fire?,Christel Baras
4b8dfe4514,Find the film with the minimum release date among the films written by Alison Brie.,Horse Girl
295408d0b5,"For the composers common to both Despicable Me 4 and Despicable Me 3, in which films with an end date of 2006-10-20 were their music contributions credited?",Two Weeks
db6867cdc2,"What is the name of the university that the author of the book series My Youth Romantic Comedy Is Wrong, As I Expected attended, and which completed its academic year on 2009-03?",Meiji University
be0e4ae849,Find the cinematographer of the first film produced by Richard Pryor.,Dennis Dalzell
180b79ffb2,What is the oldest film produced by Catherine Deneuve?,Zig-Zag
d20907caa1,"For the film with the minimum release date directed by Glenn Close, who was the film's editor?",Sarah Harvey
427795b348,Find the film with the minimum release date among the films written by Diplo.,Favela on Blast
b598d609dc,"For the film with the earliest release date starring Harvey Weinstein, who was the costume designer?",Laura Cunningham Bauer
5abdd34bbe,What is the date of founding of the organization owning the periodical Le Monde?,2000-04-12
41e3496212,Find the female actor who took on the role of Racer\'s Edge Clerk in the earliest released film in which the fictional character Dominic Toretto appears.,Delphine Pacific
c156517007,Which female actors portrayed the character #7 Bus Driver in films produced by Lucas Cruikshank which were released in 2010-09-18?,Cassandra Braden
12a9bac56d,Which films from the year 2016-12-06 were produced by the individual who served as the executive producer of Interstellar and the producer of Pacific Rim?,The Great Wall
955764ae0e,"Regarding the film which is the prequel of Are We Done Yet?, who handled the set decoration?",Johanne Hubert
ecdaa0240a,"For the film that is the prequel to Taken 2, what is its release date?",2008-02-27
24fcd73089,Determine the mascot for the sports team coached by Grady Sizemore with a start date of 2024.,Southpaw
afa2651409,What is the release date of the latest film directed by Marty Feldman?,1980-09-26
2ce6db67cc,Which female actors portrayed the character Leigh in films produced by Joey King which were released in 2022-02-11?,Brooke Jaye Taylor
7aedf25011,Find the female actor who took on the role of Fainting Girl in the earliest released film in which the fictional character Stitch appears.,Cathy Cavadini
b3a0c7a976,Bill Clinton acted in a film. What is the name of the female actor who played the character Sasha in that film which was released the earliest?,Eileen Kenney
98fcc7be3e,What is the first film directed by Steve Guttenberg?,P.S. Your Cat Is Dead!
61b528e030,"For the films written by James Patterson and released on 1991-05-01, who composed the music?",Jay Gruska
680fd27a0d,Tell me the person who was the executive producer of Indiana Jones and the Temple of Doom and the producer of Twisters.,Frank Marshall
8c35d14e2c,"Among all the films written by the creator of the TV Program The Sopranos, which one was released the earliest?",Grave of the Vampire
10ae2adcd5,Who among the female cast played the character USC Girl #3 in the sequel of the film Taken 2?,Stephanie Honoré
5edae41a3e,List the films released in 2024-07-13 that were produced by the same person who was the producer of Homefront and the screenwriter of Over the Top.,Lost on a Mountain in Maine
b78549f96b,Who is the art director of the earliest released film in which the fictional character Fat Amy appeared?,Jeremy Woolsey
98aea70394,"Regarding the film The SpongeBob SquarePants Movie, who designed the costumes for its subsequent film?",Roland Sanchez
ebb822d9fc,What is the release date in the US for the first film that Tinker Bell was in?,1924-12-29
a2f79933a2,Find the US release date of the film that is the prequel to Avengers: Age of Ultron.,2012-05-04
1ae6b7fb91,Who among the female cast played the character Pompous Woman in the sequel of the film Ace Ventura: Pet Detective?,Kristin Norton
b136cc6021,Provide the wedding date for the person who produced both the films The Time Traveler\'s Wife and The Host.,2001-12-26
9a8959c55b,Fatih Terim has coached several sports teams. Find the governmental jurisdiction with country Türkiye where the team they coached starting the earliest is located.,Ankara
f977af9c0b,Consider the cricket team coached by Gary Kirsten with the earliest end date. Which players in that team had a start date of 2022-06-26?,Umran Malik
efec0770a3,"For the sports teams that drafted both Dan Marino and Skylar Thompson, identify the persons who had a roster start date of 2011-08-23.",Larry Johnson
f81853c723,What person was responsible for cinematography in the most recent film written by Alain Delon?,Robert Fraisse
591018c2ce,Find the executive producer who worked on both Deadpool & Wolverine and Avengers: Age of Ultron.,Louis D\'Esposito
b52d67e9d4,Which films released in 2002-06-28 feature the actors who are common creators of Hey Arnold! and writers of Rugrats?,Hey Arnold!: The Movie
c87056f77d,What female actors were cast as Ruth in the films that Mia Goth wrote?,Tandi Wright
59ac35c5d7,"Identify the people who are the spouses of the female hosts of the TV program Wheel of Fortune, with their marriage starting on 1976-07-04.",Dick Ebersol
7dc0c2785a,Which films from the year 2022-07-18 were produced by the individual who served as the executive producer of Deadpool 2 and the producer of The Fall Guy?,Bullet Train
06da3ec205,Which person is the composer of the music for the film written by René Angélil with the minimum release date?,Jacques Crevier
82e2cd058e,When was the person born who served as the film editor for both White Chicks and Big Daddy?,1946-01-30
118611600f,"If a film starring Tinker Bell was released in 2008-09-11, what was its release date in the US?",2008-10-28
4733566eaf,Who directed the casting for the film Over the Top?,Ron Surma
a99364b229,"Which book, written by the production designer of Titanic, was published last?",The Man with the Golden Eye: Designing the James Bond Films
0a1b913a2b,Find the female actor who took on the role of Pisuke in the earliest released film in which the fictional character Doraemon appears.,Keiko Yokozawa
3f93ac4132,Determine the art director who worked on both Gladiator II and The Hills Have Eyes.,Tamara Marini
cf196818f3,"Determine the US release date of the film with the earliest release, among films where both Cedric Diggory and Draco Malfoy appeared.",2004-06-04
8cf1d0d70f,Who is the spouse of the creator of the TV Program Brooklyn Nine-Nine whose marriage started the latest?,J. J. Philbin
d1137a45e0,Find the cinematographer of the first film that Chirag Paswan appeared in.,Baba Azmi
aad9bcafc4,Discover the mascot of the sports teams coached by Ryan Giggs whose starting year is before 2018.,Fred the Red
6691406971,Which people designed the costumes for films produced by Michael Caine which were released in 1992-10-09?,Les Lansdown
9a8fd539b5,"Among the films produced by the producers of both Munjya and Stree, which ones were released before the date 2006?",Being Cyrus
39ef51c331,Who was in charge of casting for the oldest film directed by Christopher Walken?,Adrienne Stern
a863b3d67a,"For the films produced by Mel Brooks and released in 1991-07-26, who were the set decorators?",Marvin March
0ae742e44a,Who was responsible for art direction in the earliest released film directed by Bob Hoskins?,Jindřich Kočí
57fa75fc90,Who was in charge of costume design for the film produced by Mel Brooks that has the earliest release date?,Patricia Norris
403f2ca510,Provide the names of the TV programs featuring Stitch that stopped airing on 2017-04-06.,Stitch & Ai
df89449993,What female actors were cast as Woman at Bog in films produced by Russell Crowe that came out before 2011?,Hannah Barrie
7f4ff48aac,Which person was the cinematographer for the earliest released movie written by Robert Duvall?,Joseph Friedman
b0a05c9800,Who was the set decorator for the earliest film in which the fictional character Dominic Toretto appeared?,Florence Fellman
769f77bfa9,Could you provide the birth date of the production designer who worked on both Deadpool 2 and The Fall Guy?,1978-07-17
a7a02203f2,Find the spouse of the casting director of Wake Up Sid with the earliest marriage date.,Neil Bhoopalam
b75a23bc78,"For the films written by Adrien Brody and released on 2021-06-19, who were the set decorators?",Tom J Rukavina
e13c2dcabd,What were the TV programs broadcast by the network of both The Sopranos and The Last of Us that ended in 2002-09-08?,Arliss
e225f2c3a6,Which composition is the fight song for the sports team that Mike Ditka most recently started coaching?,When the Saints Go Marching In
625ed50975,"Which region is the town that contains the Ermita de la Virgen de Avellá located in, marking the boundary between the Ports region and the Baix Maestrat?",Alt Maestrat
af451cd26d,"What was the name of the policy that the transition to the Russian word for a tax on food production, paid in kind in the Soviet Union, and sometimes known as ""the tax in kind"" was the first act of?",New Economic Policy
e224d894c7,What was the name of the defunct American company that manufactured aircraft and was known as the place which is completely contained within Oregon and has the unique ID for features cataloged by the United States Geographic Names Information System of 1163191?,Orenco (aircraft manufacturer)
a341ea9aa8,Which Hindu deity is also known as the lord of the Raghu dynasty?,Rama
6873f5d8bc,In which country is the capital and chief port that was badly damaged during the Lebanese civil war of 1975-89 located?,Lebanon
6683922e1a,Which company was reorganized as a subsidiary of C.N.T.E.E. Transelectrica S.A. in 2004 through a government decision?,ICEMENERG SERVICE SA
ac8f4f83f8,Which banner's affairs did the Qing dynasty imperial prince who was the first son of Yunki supervise?,Bordered White Banner
c57ae1db2b,"Which company acquired the street-level imagery platform that scales and automates mapping using collaboration, cameras, and computer vision in June 2020?",Facebook
c3ecb00f7c,Which tribe did the Native American chief of the Narragansett lead when the Pilgrims landed at Plymouth?,Narragansett tribe
d4e228a18d,In which district of Nepal is the birthplace of Mehboob Alam located?,Saptari District
f5c7dd77d4,"In which state was the American ambient band, who recorded the music/song ""The Descent of Man, Part II"", formed?",Pennsylvania
2ace16f76c,In which archipelago is the rocky island which gives name to the Minorca chicken located?,Balearic archipelago
18aab913cd,"What is the name of the gene that overlaps with the gene also known as CRMP-1, DRP-1, collapsin response mediator protein 1, ULIP-3, and DPYSL1?",EVC
2e992dc322,"What is the name of the parish where the early successor of Saint Kerrill, Bishop of the kingdom of Soghain in what is now County Galway, established a church at Killamude?",Ballymacward
7a65269a5a,"Which city in Florida was the radio station whose slogan is 'The Voice of Lake County' licensed to, when it held the call sign WBIL from 1962 to 1965?",Leesburg
098bfa7b82,"What type of market was unearthed in the ancient Greek, later Roman, city and bishopric in Aeolis, located near the modern village of Yuntdağı Köseler in Manisa Province, Turkey, in 2018?",meat and fish market
87ca5e1823,In which country was the debut album 'Tora' by the artist who recorded the track 'Savvatokiriako' released in 2003?,Greece
b144c94d46,To which country are species of the classification with NCBI Taxon ID of 90536 endemic?,Australia
0990fa822a,"What was the title of the B-side song of the single ""For Those Who Like to Groove"" by the artist who recorded the album Is This a Love Thing?",Can't Keep from Cryin'
c8ba7da7d1,"In the water strider genus with an NCBI Taxon ID of 295131, what structure do males use to grab females around the head?",antennae
239bb9ea1c,Which Polish city was connected to the place where Carl Friedrich Ernst Frommann was born by a railway line extension in July 1909?,Luboń
58b3220a8c,In which month of 2017 was a new dock for cruise ships put into operation at the former islet that is now part of Kristiansand's container port and connected to the current Kristiansand Fish Wharf?,May
7dcfc4c14e,Which Japanese animation studio produced the television series comprised of episodes such as 人の不幸は密の味?,Madhouse
918296cb9d,Which Japanese animation studio adapted the written work edited and authored by Paul Gallico into a feature-length TV special in 1979?,Nippon Animation
4a40c72257,In which country is the village which has the unique ID for features cataloged by the United States Geographic Names Information System of 422395 located?,United States
404fb9bd8e,"Which football team was the British Thoroughbred racehorse born on 1980-04-27, whose parent is Mill Reef, named in honor of?",Al-Wasl F.C.
70e8b58f16,"What is the name of the college that owns the radio station which owns the profile ""WOZQ 91.9 Smith College Radio""?",Smith College
bd0b1fd1ef,"What is the name of the fictional planet ruled by the female extraterrestrial monarch with the power of Telepathy, as created by Gardner Fox and Mike Sekowsky?",Alstair
ab4e33282e,In which country was the computer worm also known as I-Worm.ZippedFiles first discovered?,Israel
255c073c80,Which Canadian company purchased the broadcasting assets of the major Canadian media conglomerate founded in 1974 by Izzy Asper?,Shaw Communications
f118176a0d,"Which district, including the unincorporated community located at the junction of State Routes 643 and 644 8.3 miles northeast of Bedford and the surrounding area, is listed on the National Register of Historic Places?",Cifax Rural Historic District
2a638beb89,"In the 1998 Indian action drama film, which was issued by Melody Makers and has the creative credit 'Ilaiyaraaja', which actor played the role of Sarai Veeraraju?",Jagapathi Babu
b710089d23,"Which company originally developed the Java software, also known as Qt Jambi, before March 2009?",TrollTech
78900eb48c,Which noble house was involved in hereditary feuds that affected the location where Gustav von Seyffertitz was born in the late Middle Ages?,House of Wittelsbach
1518d57415,"Which village in County Armagh, Northern Ireland, has Joe Lennon and Edward Armstrong Bennet as notable people born there?",Poyntzpass
e37cee67b3,"Which Japanese city invested in the amusement park in the Shinsekai district of Naniwa, Osaka, Japan, just beside the Shin-Imamiya Station of the Osaka Loop Line of Nishinihon Japan Railway and Nankai Railway?",Osaka
1b54bd790b,What type of virus codes for the enzyme with systematic name that cleaves -Ala-Ser- and -Ala-Ala- bonds in the scaffold protein?,herpes-virus virion
e88e0b32b8,"After which Hungarian poet was the crater on Mercury named after, whose written work was authored by Gyula Illyés?",Sándor Petőfi
e686a16e5c,"In which country is the island that is one of the two major islands in the Calaguas group, located in Vinzons, Camarines Norte, part of the Barangay Banocboc and named among summer escapes for travelers in 2018 by the Philippine Daily Inquirer, located?",Philippines
6674bf3f0e,In which ocean are members of the organism classification that has an NCBI Taxon ID of 37514 and belongs to the Cerianthidae family found?,Atlantic Ocean
7d85518e69,"In which administrative district, called Gmina, is the village where Jacob Fishman was born located?",Gmina Radziłów
a0320c0da1,"What was the name of the Vedic teaching that Ashvini Kumars taught the ancient Vedic period Indian philosopher and seer, who suffered from a disfiguring skin ailment since youth, to restore her youth and acquire immense knowledge?",Madhu Vidhya
06a861e791,Which tribe does the organism classification with NCBI Taxon ID of 1468431 belong to?,Nocarodeini
93006571f4,"In the Amarna Period tomb of the Egyptian noble who bore the titles of 'Chief servitor of the Aten in the temple of Aten in Akhetaten', what shape is the benben depicted as?","a large, round-topped stela"
8c5ee35cf4,"Who described the genus in the animal classification, classified under Arthropod, Eukaryote, Protostome, and Hermit crab in 1858?",William Stimpson
fe00deeb4a,"What was the previous call sign of the radio station that broadcasts in the Oldies format, before its call sign changed on January 21, 2021?",WYPJ
ccc53693ad,"In which city was the Finnish food and drink company also known as ""Paulig Coffee"" founded?",Helsinki
a146c89dfe,"In which Swiss canton is the highest mountain in the Samnaun Alps, which is 3294 meters high and had a transmitter located west of the summit from 1972-2011, located?",Graubünden
8d5978edac,"According to the credits adapted from Tidal, who is credited with mixing engineering for the song first issued on 2017-09-07 by RCA Records?",David Davis
a2a403f426,What is the name of the evil wizard who kidnaps the Princess in the computer videogame designed by Fukio Mitsuji?,Popils
af38056d6d,"According to historian Guy Barruol, of which confederation was the Ligurian tribe dwelling near on the Mediterranean coast, around present-day Antibes, during the Iron Age and the Roman era, a part?",Saluvian confederation
39b5b1029b,What type of music format does the radio station which broadcasts at a frequency of 96.7 MHz and is licensed to La Porte air?,country music
a822f3cd41,"In which year was the drug, invented by Georges Teutsch, registered in Bulgaria?",2013
a04b01cb66,In which year was the village where Pavel Atanasov was born renamed to Paskalevo?,1942
56df3c0b19,"What was the name of the manifesto distributed during their protest by the author of ""The Woman-Identified Woman""?",The Woman-Identified Woman
a6bceb6932,Which Indian state government dropped charges against the author of Maharṣi Patañjali's Yogadarśana: The Yoga Philosophy : with Simple English Explanation & Commentary by Swami Ramdevji Maharaj in March 2006?,Uttaranchal
bed24ba266,"In which city did the bluegrass band who made the release with the tracks ""He Goes to Church"", ""Coastline"", ""Workin' Man (Nowhere To Go)"", and ""No One to Sing for Me"" make their first appearance at the Grand Ole Opry?",Nashville
7be5c6abbe,In which month of 2020 did the New Zealand peer-to-peer carsharing company that JUCY purchased 50% of in 2016 announce that it had ceased all operations?,March
503d266ffa,What is the name of the television channel that replaced the 24-hour Albanian television music channel owned by Top Media after its shutdown?,Melody TV
0e9c80d1d8,Which fjord branches roughly northeastwards on the eastern side of the mouth of the topic that has an alias called Kangerdluarssikajik?,Sammileq Fjord
d2dd3b3e72,Which record label released the first studio album of the Greek pop singer with a self-titled album released in 2006?,Minos EMI
06b9e11921,"In which year was the genus, an organism classification in Araliaceae with NCBI Taxon ID of 2043137, first described and published?",1967
6d40425aab,"What was the former administrative designation of the travel destination, which contains the tourist attractions Satakshi Dham Waterfall, Damak Fun Park and Smile Fun Park, before it became a rural municipality?",Village Development Committee
6b85854e63,Which company partnered with the entity founded by Urska Srsen on the Beyond Skin Deep wellness bundle in 2023?,The Body Shop
2a9c148c60,What is the Japanese name for the suborder with an Integrated Taxonomic Information System Taxonomic Serial Number of 718936?,胞泳 (hōei)
6d91d5e8ee,In which city was the first case of COVID-19 confirmed in the region also known as Central Mindanao and Region XII?,Cotabato City
ea926cbe08,In which country was the rare mineral named after Mt. Bity first discovered?,Madagascar
f3ec378931,Which song became the twenty-first career number one radio hit of the artist of the recording AVALON?,Still My God
e30347f9d6,"Which school of Yogacara Buddhism did the Korean Buddhist monk who worked in seventh century China follow, which defended the existence of a ninth consciousness called the ""pure consciousness""?",Shelun school
1b430555c6,"What is the nationality of the science fiction film, also known as 未來作業, which was directed by Jake Wachtel?",Cambodian
6bc4f27df7,"What was the main religion practiced by the majority of the population in the northwestern province in the Sasanian Empire, corresponding almost entirely to the present-day Azerbaijan region in Iran?",Zoroastrianism
68920df00e,What is the name of the microtubular ribbons associated with the somatic kinetosomes that characterize members of the subphylum with NCBI Taxon ID of 431837?,postciliodesmata
be18fbb96b,Which organization granted priority review to the experimental antibiotic that acts as a topoisomerase type II inhibitor for the treatment of urinary tract infections in October 2024?,US Food and Drug Administration
f884ce23e1,"Which English football league did the team from the travel destination containing Frontierland, Morecambe play in during the 2007–08 season?",League Two
b3d3ac4a73,"What is the format of the radio station, which broadcasts over AM broadcasting, uses the branding 'Personality Radio' to identify itself and was founded on 1946-09?",talk and nostalgia
d4c3f74125,"Which treaty ceded the island where Antonio Schranz, John MacKellar, Chloe Morris, and Júlia de la Fuente Carbonero were born to Britain in 1713?",Treaty of Utrecht
c0c543bb64,"What term is used in modern Islamic finance for the basic financial instrument of the medieval Islamic world, where investors entrust capital to an agent for trade and profit sharing, with the agent not liable for losses not exceeding the subscribed capital?",Mudarabah
69ae3a663a,Which company acquired the American technology company that produces software using natural search and AI-powered analytics in May 2024?,Verint
763fa7de90,What is the name of the algorithm included in the atmospheric dispersion modeling system for short-range dispersion of direct air pollutant emissions from stationary industrial sources that is used for modeling the effects of downwash created by the pollution plume flowing over nearby buildings?,PRIME
293b3d616b,What is the name of the deity of the Thelema new religious movement that is a stylization of the principal speaker of the second chapter of The Book of the Law?,Hadit
b9d3e3a751,"In which historical region is the town known by the alias Milleschoutz, located in Suceava County, situated?",Bukovina
df06789acd,In which year was the village in Slovakia with a total area of 15.56 square kilometers first mentioned in historical records?,1113
8446e15ffa,"Which university developed the free, web-based collaborative repository of interactive and searchable water case studies called, for information and analysis of water conflicts?",Tufts University
1acbaa8375,"Which political coalition did the political party founded in 1987 operating in Spain join in 1998, before leaving it after ETA broke the 1998 truce?",Euskal Herritarrok
e3efe9b4a8,What is the name of the nature reserve that includes the largest island of Vaigattøyane?,Nordaust-Svalbard Nature Reserve
293eb6d8c3,In which continent is the plant genus with NCBI Taxon ID of 141640 native?,Africa
9f74d252c9,In which bay was the vessel that is 28.8798 meters long wrecked on 1 September 1830?,Table Bay
aaa748d3e3,What type of feeding behavior is exhibited by the bivalves of the genus classified directly or indirectly under Eumetazoa in the biological classification?,stationary suspension feeders
f456609ed3,"What is the name of the road that enters Milabena, Tasmania, Australia from the north-east and runs through to the south before exiting?",Myalla Road
0d6a41cd23,What is the name of the company that commercialized the general-purpose programming language designed for multithreaded parallel computing which influenced OpenMP and Rust as Cilk++?,Cilk Arts
9d691d5c7d,"In which city was the first exhibition of the play written by Masum Reza in Bengali held on January 14, 2001?",Dhaka city
9853d0724a,What is the chemical structure of the synthetic androgen/anabolic steroid known by the alias 2α-methyl-5α-androstan-17β-ol-3-one azine?,a dimer of drostanolone linked at the C3 position of the A-ring by an azine group
8cdf5713f5,In which country are both species of the spider genus with an Integrated Taxonomic Information System Taxonomic Serial Number of 871587 found?,New Zealand
178f8b2956,Which German herpetologist is honored by the generic name of the dinosaur classified directly under Diplodocinae in the biological classification?,Gustav Tornier
eeb31776ea,"In which Indian state is the city, known as the location for the Lok Sabha election in Nanded, Maharashtra 2024, situated?",Maharashtra
0bbfc471d0,What is the name of the NASA mission that employed the white smoke formed by the chemical compound with a molar mass of 72.09 on air contact to study the high altitude jet stream?,ATREX mission
c84861737e,In which publication was the required description for the family name of organisms with a lower classification of Pteleocarpa published in 2011?,Kew Bulletin
fb0ae66367,"Which French administrative division is the location of Henri Préaux's birthplace a part of since January 1, 2017?",Communauté urbaine du Grand Reims
d1bd6ef326,"Which river is the city where Andrii Sybiha‎ was born, located in western Ukraine, situated on?",Strypa River
d248df3ecd,"Which musician played lead guitar on the song ""Valkyrie Rising"" on the album written by Veronica Freeman and composed by Pete Wells?",Craig Goldy
7d8fcf6de7,In which city did the travel marketing platform that develops AI-powered guest experience solutions launch its first international office in 2013?,London
265386e1a5,"Which company purchased the broadcast license of the radio station which serves Kearney, Ravenna, and Grand Island, and is sister to KRGY from Community Radio, Incorporated, in 2010?","Legacy Communications, LLC"
aba0924460,To which group of anti-inflammatory medicines does the drug with DrugBank ID DB00394 belong?,corticosteroids
00941ce0cf,What is the name of the enzyme encoded by the human gene which has the alias 'RING-type E3 ubiquitin transferase UBR1' and 'ubiquitin-protein ligase E3-alpha-I'?,ubiquitin-protein ligase E3 component n-recognin 1
38e6afb667,"In which country is the island named after Rurutu Airport, where Robert Bollt conducted archaeological excavations, located?",French Polynesia
f785ce971a,"Which mobile automotive repair startup company, based in Seattle, Washington, acquired the car repair and maintenance service provider that was formerly known as Service Marketplace Inc. in June 2022?",Wrench
0fe2f76b4e,In which month of 2017 did the European Medicines Agency grant orphan drug designation to the drug with DrugBank ID DB11978?,October
f6ca0a90ae,"In the movie which contains the album with 4 primary release tracks, what is the name of the character who is the nephew of ""well-done"" Vasu?",Kunjiraman
44ab39ccd5,"In which state of the United States is the town of Danby, NY located?",New York
8ab8da32d6,"Which family was the genus, with a sibling of Azara and Flacourtia, formerly classified in?",Flacourtiaceae
17a8043deb,Which Italian city is the location of the monumental stabile sculpture completed in 1962 by Alexander Calder?,Spoleto
79ca95443e,Which city did the Theban general who commanded some Boeotian forces under Clearchus at Byzantium escape to after being captured as a prisoner of war in Athens?,Decelea
bc20dd7461,"What type of protein family does the protein encoded by the gene also known as ""Cark"" belong to?",MAP kinase kinase kinase
f1cd53cbf8,"According to the legendary history of Rome, which king captured the ancient town of central Italy, c. 15 km northeast of Rome by the Via Collatina?",King Tarquinius Priscus
360c09dd46,Which record label released the album titled 'Aquarello' in 1998 by Fabio Capanni and Nicola Alesini?,All Saints label
8070ec81c0,"What is the name of the alien race to which the female techno-artist, a fictional character in the Marvel Cinematic Universe, belongs?",Krylorian
a26919eeed,"Which record label released the album with tracks ""Nebeula"" and ""Present"" by Derek Bailey, Jamaaladeen Tacuma, and Calvin Weston in 2000?",Tzadik Records
d3f4e84ac6,"According to the Venetic theory, which people are considered the last remnant of the original European tribe who spoke Gaulish and dwelled in Armorica, in the southern part of the Brittany Peninsula, during the Iron Age and the Roman period?",most of the northern Slavs as well as the Slovenes and some Croats
c8acdedee6,"Which company completed the acquisition of the warehouse business founded in 2012 that operates in Europe, in November 2017?",China Investment Corporation
d86772d186,In which Indian state was the Afghanistan portion of the 1957 film which has the synopsis 'A fruit vendor befriends a little girl who reminds him of his daughter. But fate tears them apart when he's arrested and imprisoned' shot?,Rajasthan
2f8e45df03,"According to the Shahnameh, who was the father of the ninth Shah of the Pishdadian dynasty of Persia, who is also known as Nauzar?",Manuchehr
a68da21b9a,In which Roman province was the colonia in the Roman province of Numidia situated where Guelma in Algeria now stands located?,Numidia
b4e3798652,What language were the Sinhala commentaries translated into by Buddhaghosa in the fifth century to create the collection of Pali commentaries on the Theravada Tipitaka Vinaya?,Pali
bfb328ac98,"In which city in Tasmania did the Aboriginal Tasmanian woman who was taken from her family and had children with George Briggs, an English convict and sealer, die?",Perth
0304455a46,"Which international bicycle route passes through the Hungarian village with a total area of 13.27 square kilometers, and that uses Central European Time Zone?","EuroVelo International Bicycle Route 13, ""Iron Curtain"""
bd8126ee45,"Which Hungarian-Italian pornographic actress-turned-politician inspired the song ""Cicciolina""?",Ilona Staller
99ea468231,Which radio station's tower site is shared with the FM broadcasting station founded on 2006-04-11 on Elk Mountain?,Wyoming Public Radio's KAIW
bf7f47bdbf,"Under which open source license is the server-side, Android app, and iOS client source code available on GitHub for the digital photography sharing and management platform that shut down on March 31, 2015?",Apache open source license
89b9938dd1,Which country is the origin of the electric vehicle supplier and manufacturer that was founded in 2009 and is based in London?,Turkey
38bc2304b9,What is the postal code associated with the island which has an area of 0.13557 square kilometers?,78467 (Constance-Wollmatingen)
bfd3f9d75c,"Which organization is listed as a partner of the European Office of Crafts, Trades and Small and Medium-sized Enterprises for Standardisation?",Council of Small Business of Australia
aa4277e28d,Which company currently owns the radio station broadcasting in the Country music format under the branding 'Columbia's Country'?,"Radio Maria, Inc."
bd87902d3f,"According to a passage from one of his inscriptions, which body of water did the son of Sargon of Akkad lead a fleet down?",Persian Gulf
8ed332e1a5,"In the moving image which has the synopsis 'A minister is pitted against invisible foes.', which actor plays the role of a communist Chief Minister of Kerala?",Hareesh Peradi
1605494e1f,"In which province of Armenia is the town also known as Khanjian, Armenia located?",Armavir Province
1501b8ab26,In which Indian state is the birthplace of Pragada Kotaiah and P. Ankineedu Prasada Rao located?,Andhra Pradesh
936c7585a9,"Which political party did dozens of militants of the Basque nationalism party, which operates in Spain and was founded in 2012-01-28, including Joxe Iriarte Bikila, integrate into in February 2015?",Alternatiba
1b9cc44069,"Which river flows through the town, which includes the tourist attraction Daugėliškiai bunker and where Aloyzas Stasiulevičius was born?",Dubysa River
5f868925a9,In which Italian town was the production plant of the organization founded in 1868 by Stefano Pernigotti located?,Novi Ligure
065cfbf906,"How many voice actors for the character ""Arthur"" in the Arthur TV series were still alive as of 2020",All 9 voice actors who have voiced Arthur are still alive as of 2020.
3c0046979c,How many years after CVT was invented did it take for Toyota to use it in its vehicles?,121
335c95a638,"Up until 2023, how many creative directors has the luxury brand Loewe had since they were purchased by a publicly traded conglomerate?","Loewe was purchased by LVMH in 1996, and since then it has had 4 creative directors up until 2023."
05eeab7c5f,On what day did The Rock win his second WWE Championship (aka WWF Championship)?,"January 24, 1999 at the Royal Rumble"
6fcbb5ff98,Who finished 4th in the 2009 Six Nations tournament.,"Wales finished 4th in the 2009 Six Nations tournament, tied on 6 points with England and France but lower than both on points difference."
9ed4487cce,How many 2015 NFL first-round draft picks came from the SEC and Big 10?,10 Total - 7 from the SEC and 3 from the Big Ten
bbfe9d4862,"Which of the Academy Award for Best Directors winners in the 2010s, has the longest in duration winning film?",Alejandro G. Iñárritu
83584a17f3,How old was the first player to record a triple-double in NBA history?,28 years old
076d2aad50,How old was Mary Earps on the women's Euros final 2022?,"During the UEFA Women's Euro 2021, final held on 31st July 2022, Mary Earps was 29 years and 4 months old."
bf02272847,"In the movie that won the best picture Oscar in 1994, what was the next feature film the cinematographer worked on?",Little Giants
24fa428f23,What is the final level of the original NES game Rad Racer?,Level 8 - Last Seaside Running
e314b60e6f,What is the intro track to the second mixtape from Future's 2014-15 run?,Oooooh (feat. Young Scooter)
ac48a67157,What band was the drummer who filled in for Jared Champion in December of 2014 in with his brother?,Chrome Pony
fa88c2a70e,Which episode of Only Murders in the Building is it where Oliver throws the knife into the ceiling?,"Season 2, Episode 4 of Only Murders in the Building, titled “Here’s Looking at You"""
530794e664,"Of the countries involved in the G7 summit in 1991, what percentage had leaders that were women? ",0%
e660289e23,How old was Tig Notaro when the Expos left Montreal?,Tig Notaro was 33 when the Expos left Montreal.
3b2d6a0773,Which of the artists that the Ninja Turtles are named after lived to be the oldest?,Michelangelo (88 years old)
8d0eef7076,Which type of nutrient communication within a mycorrhizal plant-fungus network sees nutrients behaving most like the sodium ions during depolarization which creates action potential in a firing neuron?,Source-sink relationship
