example_id,problem,gold answer,classification,reasoning
af38056d6d,"According to historian Guy Barruol, of which confederation was the Ligurian tribe dwelling near on the Mediterranean coast, around present-day Antibes, during the Iron Age and the Roman era, a part?",Saluvian confederation,one-hop,The question asks for a specific direct fact: the confederation associated with the Ligurian tribe according to historian Guy Barruol. It does not require linking multiple pieces of information or reasoning across steps.
39b5b1029b,What type of music format does the radio station which broadcasts at a frequency of 96.7 MHz and is licensed to La Porte air?,country music,multi-hop,"The question requires identifying a specific radio station using two pieces of information (frequency and location) and then retrieving its music format. This involves connecting multiple facts (frequency, location, and format) which is a multi-hop reasoning step."
a822f3cd41,"In which year was the drug, invented by Georges Teutsch, registered in Bulgaria?",2013,multi-hop,The question requires first identifying the drug invented by Georges Teutsch and then determining the year it was registered in Bulgaria. This involves two distinct steps of information retrieval.
a04b01cb66,In which year was the village where Pavel Atanasov was born renamed to Paskalevo?,1942,multi-hop,"The question requires two steps: first identifying the village where Pavel Atanasov was born and then determining the year it was renamed to Paskalevo. This involves connecting two pieces of information, making it a multi-hop question."
56df3c0b19,"What was the name of the manifesto distributed during their protest by the author of ""The Woman-Identified Woman""?",The Woman-Identified Woman,multi-hop,The question requires identifying the author of 'The Woman-Identified Woman' (Carol Hanisch) and then connecting her to the specific manifesto associated with her activism. This involves two steps of reasoning: linking the text to its author and then the author to the manifesto.
a6bceb6932,Which Indian state government dropped charges against the author of Maharṣi Patañjali's Yogadarśana: The Yoga Philosophy : with Simple English Explanation & Commentary by Swami Ramdevji Maharaj in March 2006?,Uttaranchal,one-hop,"The question requires identifying the Indian state government that took legal action against the author of a specific book, Swami Ramdevji Maharaj, in March 2006. While it involves connecting the author to an event (dropping charges), this is a direct factual query that can be resolved with a single step of information retrieval (e.g., confirming the state associated with this incident)."
bed24ba266,"In which city did the bluegrass band who made the release with the tracks ""He Goes to Church"", ""Coastline"", ""Workin' Man (Nowhere To Go)"", and ""No One to Sing for Me"" make their first appearance at the Grand Ole Opry?",Nashville,multi-hop,"The question requires first identifying the bluegrass band associated with the specified tracks and then determining the city of their first Grand Ole Opry appearance. This involves two distinct steps of reasoning, connecting track information to the band and then to their event location."
7be5c6abbe,In which month of 2020 did the New Zealand peer-to-peer carsharing company that JUCY purchased 50% of in 2016 announce that it had ceased all operations?,March,multi-hop,The question requires identifying the company JUCY acquired in 2016 and then determining when that company ceased operations in 2020. This involves two distinct steps of reasoning and connecting information from different sources.
503d266ffa,What is the name of the television channel that replaced the 24-hour Albanian television music channel owned by Top Media after its shutdown?,Melody TV,multi-hop,"The question requires identifying the replacement channel for Top Media's shut-down Albanian music channel. This involves knowing the original channel's name (24-hour Albanian music) and its successor, requiring multiple steps of information retrieval."
0e9c80d1d8,Which fjord branches roughly northeastwards on the eastern side of the mouth of the topic that has an alias called Kangerdluarssikajik?,Sammileq Fjord,multi-hop,"The question requires multiple steps: identifying the main subject from the alias 'Kangerdluarssikajik', determining its 'mouth', locating the eastern side of that mouth, and finding a fjord that branches northeast. This involves connected reasoning and spatial relationships, making it multi-hop."
d2dd3b3e72,Which record label released the first studio album of the Greek pop singer with a self-titled album released in 2006?,Minos EMI,multi-hop,"The question requires first identifying the Greek pop singer with a self-titled 2006 album, then determining the record label of their first studio album. This involves two steps of reasoning: entity identification and connecting to a related property."
06b9e11921,"In which year was the genus, an organism classification in Araliaceae with NCBI Taxon ID of 2043137, first described and published?",1967,one-hop,"The question asks for the year a specific genus (with NCBI Taxon ID 2043137) in the Araliaceae family was first described and published. This requires retrieving a single, direct factual piece of information (the year) tied to the taxon's nomenclatural history. No additional steps of reasoning or connecting multiple entities are needed."
6d40425aab,"What was the former administrative designation of the travel destination, which contains the tourist attractions Satakshi Dham Waterfall, Damak Fun Park and Smile Fun Park, before it became a rural municipality?",Village Development Committee,multi-hop,The question requires first identifying the travel destination associated with the three listed attractions and then determining its administrative designation prior to becoming a rural municipality. This involves two steps of reasoning and connecting multiple facts.
6b85854e63,Which company partnered with the entity founded by Urska Srsen on the Beyond Skin Deep wellness bundle in 2023?,The Body Shop,multi-hop,"The question requires identifying the entity founded by Urska Srsen (e.g., 'Envy') and then determining its partner for the 'Beyond Skin Deep' 2023 wellness bundle. This involves two distinct steps of reasoning, making it a multi-hop question."
2a9c148c60,What is the Japanese name for the suborder with an Integrated Taxonomic Information System Taxonomic Serial Number of 718936?,胞泳 (hōei),multi-hop,"The question requires two steps: first identifying the suborder via its ITIS Taxonomic Serial Number (TSN 718936), then finding its Japanese name. This involves connecting information across separate sources or databases, making it a multi-hop query."
6d91d5e8ee,In which city was the first case of COVID-19 confirmed in the region also known as Central Mindanao and Region XII?,Cotabato City,multi-hop,"The question requires two steps: first, confirming the correct region (Central Mindanao/Region XII) and second, identifying the city where the first COVID-19 case was confirmed. It involves connecting regional names with specific case data, requiring multiple information sources."
ea926cbe08,In which country was the rare mineral named after Mt. Bity first discovered?,Madagascar,multi-hop,The question requires identifying the mineral named after Mt. Bity first (first hop) and then determining the country of its first discovery (second hop).
f3ec378931,Which song became the twenty-first career number one radio hit of the artist of the recording AVALON?,Still My God,multi-hop,The question requires first identifying the artist of 'AVALON' and then determining their 21st career number one radio hit. This involves two distinct steps of reasoning and connecting information from different sources.
e30347f9d6,"Which school of Yogacara Buddhism did the Korean Buddhist monk who worked in seventh century China follow, which defended the existence of a ninth consciousness called the ""pure consciousness""?",Shelun school,multi-hop,"The question requires identifying a specific school of Yogacara Buddhism based on a unique doctrinal belief (ninth 'pure consciousness') and linking it to a historical figure (a 7th-century Korean monk in China). This involves multiple steps: connecting the monk to the school, verifying the school's teachings, and confirming the specific claim about the ninth consciousness. The answer is not a single direct fact but requires synthesizing historical and doctrinal information."
1b430555c6,"What is the nationality of the science fiction film, also known as 未來作業, which was directed by Jake Wachtel?",Cambodian,multi-hop,"The question requires identifying the film '未來作業' directed by Jake Wachtel and then determining its nationality, which involves multiple steps of connecting entities and properties."
6bc4f27df7,"What was the main religion practiced by the majority of the population in the northwestern province in the Sasanian Empire, corresponding almost entirely to the present-day Azerbaijan region in Iran?",Zoroastrianism,one-hop,"The question asks for the main religion in a specific historical region (northwestern province of the Sasanian Empire) during a particular era, which requires a direct historical fact about the majority religious practice of that area. This is a single-hop query because it seeks a single, straightforward factual answer."
68920df00e,What is the name of the microtubular ribbons associated with the somatic kinetosomes that characterize members of the subphylum with NCBI Taxon ID of 431837?,postciliodesmata,multi-hop,"The question requires identifying the subphylum corresponding to NCBI Taxon ID 431837, then determining the specific microtubular ribbons associated with its somatic kinetosomes. This involves two distinct steps: translating a taxonomic ID to a classification and then connecting it to a specialized cellular structure, making it multi-hop."
be18fbb96b,Which organization granted priority review to the experimental antibiotic that acts as a topoisomerase type II inhibitor for the treatment of urinary tract infections in October 2024?,US Food and Drug Administration,one-hop,"The question requires identifying an organization that granted a priority review based on specific attributes (antibiotic type, mechanism, indication, timeframe). While the organization (e.g., FDA) might be known directly, resolving this likely requires connecting the drug’s properties to its regulatory updates, which may involve multiple steps of information retrieval. However, if the organization’s name can be directly linked to the event through a single fact, it is 'one-hop'. Given that priority reviews are typically documented by regulatory bodies in public databases, this is more likely a single fact lookup."
f884ce23e1,"Which English football league did the team from the travel destination containing Frontierland, Morecambe play in during the 2007–08 season?",League Two,multi-hop,"The question requires multiple steps: first identifying the travel destination (Frontierland at Alton Towers), associating it with Morecambe, and then determining the English football league for Morecambe FC during the 2007–08 season. This involves connecting distinct pieces of information."
b3d3ac4a73,"What is the format of the radio station, which broadcasts over AM broadcasting, uses the branding 'Personality Radio' to identify itself and was founded on 1946-09?",talk and nostalgia,multi-hop,"The question requires identifying the radio station using multiple attributes (AM broadcasting, 'Personality Radio' branding, founding date) and then retrieving its format. This multi-step reasoning (connecting attributes to the station, then its format) classifies it as a 'multi-hop' question."
d4c3f74125,"Which treaty ceded the island where Antonio Schranz, John MacKellar, Chloe Morris, and Júlia de la Fuente Carbonero were born to Britain in 1713?",Treaty of Utrecht,multi-hop,"The question requires identifying the birthplace of four individuals to determine the island ceded to Britain in 1713 and then connecting it to the corresponding treaty. This involves multiple steps of reasoning (e.g., linking names to an island and mapping the historical treaty)."
c0c543bb64,"What term is used in modern Islamic finance for the basic financial instrument of the medieval Islamic world, where investors entrust capital to an agent for trade and profit sharing, with the agent not liable for losses not exceeding the subscribed capital?",Mudarabah,one-hop,"The question asks for a specific term used in modern Islamic finance corresponding to a medieval instrument with described characteristics. While the description includes multiple details, the request is for a single direct fact (the term) and does not require connecting disparate entities or steps."
69ae3a663a,Which company acquired the American technology company that produces software using natural search and AI-powered analytics in May 2024?,Verint,multi-hop,The question requires identifying the acquired company (American tech firm with natural search and AI analytics) and then determining which company acquired it in May 2024. This involves multiple steps of reasoning and information linkage.
763fa7de90,What is the name of the algorithm included in the atmospheric dispersion modeling system for short-range dispersion of direct air pollutant emissions from stationary industrial sources that is used for modeling the effects of downwash created by the pollution plume flowing over nearby buildings?,PRIME,one-hop,"The question seeks a specific algorithm name within a particular atmospheric dispersion modeling system, requiring a single direct fact. No multiple reasoning steps are needed."
293b3d616b,What is the name of the deity of the Thelema new religious movement that is a stylization of the principal speaker of the second chapter of The Book of the Law?,Hadit,multi-hop,"The question requires identifying the principal speaker in The Book of the Law's second chapter (Hadit) and mapping it to its stylized deity in Thelema (e.g., the Egyptian god Horus or Aten). This involves multiple steps of religious and mythological cross-referencing."
b9d3e3a751,"In which historical region is the town known by the alias Milleschoutz, located in Suceava County, situated?",Bukovina,multi-hop,"The question asks about the historical region of a town known by an alias in Suceava County. This requires connecting the alias to the town's current name, identifying its location in Suceava County (Romania), and mapping it to a historical region like Moldavia or Bukovina. Multiple steps are needed."
df06789acd,In which year was the village in Slovakia with a total area of 15.56 square kilometers first mentioned in historical records?,1113,multi-hop,The question requires connecting two pieces of information: identifying the village in Slovakia with a 15.56 square kilometer area and finding the year it was first mentioned. This multi-step process classifies it as multi-hop.
8446e15ffa,"Which university developed the free, web-based collaborative repository of interactive and searchable water case studies called, for information and analysis of water conflicts?",Tufts University,one-hop,"The question asks directly for the university responsible for developing a specific online repository. This requires identifying a single entity (the university) associated with the named resource, with no need for multi-step reasoning or connecting multiple pieces of information."
1acbaa8375,"Which political coalition did the political party founded in 1987 operating in Spain join in 1998, before leaving it after ETA broke the 1998 truce?",Euskal Herritarrok,multi-hop,"The question requires identifying a political party founded in 1987 in Spain, determining the coalition it joined in 1998, and linking this to the 1998 ETA truce. This involves multiple steps of reasoning across unrelated facts."
e3efe9b4a8,What is the name of the nature reserve that includes the largest island of Vaigattøyane?,Nordaust-Svalbard Nature Reserve,multi-hop,"This question requires identifying the largest island in Vaigattøyane and then determining the nature reserve that includes it, necessitating multiple steps of connection."
293eb6d8c3,In which continent is the plant genus with NCBI Taxon ID of 141640 native?,Africa,multi-hop,The question requires first identifying the plant genus associated with NCBI Taxon ID 141640 and then determining its native continent. This involves two distinct steps of information retrieval.
9f74d252c9,In which bay was the vessel that is 28.8798 meters long wrecked on 1 September 1830?,Table Bay,multi-hop,"The question requires connecting information from different sources or steps: first, the vessel's length and date of wrecking are used to identify the vessel, and then determining the bay where it was wrecked. This involves multiple hops of reasoning."
aaa748d3e3,What type of feeding behavior is exhibited by the bivalves of the genus classified directly or indirectly under Eumetazoa in the biological classification?,stationary suspension feeders,one-hop,"The question asks for the feeding behavior of bivalves, which is a direct fact (filter-feeding). While it mentions taxonomic classification (Eumetazoa), the core information required is a single entity property. No multi-step reasoning beyond known facts is needed."
f456609ed3,"What is the name of the road that enters Milabena, Tasmania, Australia from the north-east and runs through to the south before exiting?",Myalla Road,one-hop,"The question directly asks for the name of a specific road in Milabena, Tasmania, based on its geographic orientation (entering from the north-east and exiting to the south). While directional details are provided, the answer requires a single factual entity (the road's name), making it a 'one-hop' question. No multi-step reasoning or cross-referencing is needed."
0d6a41cd23,What is the name of the company that commercialized the general-purpose programming language designed for multithreaded parallel computing which influenced OpenMP and Rust as Cilk++?,Cilk Arts,multi-hop,"The question requires identifying the company that commercialized Cilk++, a programming language. This involves connecting the original developers (Cilk Arts) with the acquirer (Intel), which is a multi-step reasoning process."
9d691d5c7d,"In which city was the first exhibition of the play written by Masum Reza in Bengali held on January 14, 2001?",Dhaka city,one-hop,"The question asks for a specific city related to the first exhibition of a play written by Masum Reza on a particular date. Answering this requires retrieving a single, direct fact about the event's location, which aligns with a 'one-hop' classification."
9853d0724a,What is the chemical structure of the synthetic androgen/anabolic steroid known by the alias 2α-methyl-5α-androstan-17β-ol-3-one azine?,a dimer of drostanolone linked at the C3 position of the A-ring by an azine group,one-hop,The question asks for a single direct fact: the chemical structure of a specific compound based on its provided scientific alias. It does not require connecting multiple pieces of information or entities.
8cdf5713f5,In which country are both species of the spider genus with an Integrated Taxonomic Information System Taxonomic Serial Number of 871587 found?,New Zealand,multi-hop,"The question requires three steps: 1) identifying the spider genus with ITIS TSN 871587, 2) finding its two species, and 3) determining the country where both are found. This needs cross-referencing multiple sources, making it multi-hop."
178f8b2956,Which German herpetologist is honored by the generic name of the dinosaur classified directly under Diplodocinae in the biological classification?,Gustav Tornier,multi-hop,"The question requires first identifying the dinosaur genus classified under Diplodocinae, followed by determining the German herpetologist it honors — two connected factual steps."
eeb31776ea,"In which Indian state is the city, known as the location for the Lok Sabha election in Nanded, Maharashtra 2024, situated?",Maharashtra,one-hop,"The question is asking for the Indian state where the city of Nanded, Maharashtra is located. Since Nanded is already a city in Maharashtra, the answer is directly known without requiring multiple steps."
0bbfc471d0,What is the name of the NASA mission that employed the white smoke formed by the chemical compound with a molar mass of 72.09 on air contact to study the high altitude jet stream?,ATREX mission,multi-hop,"The question requires identifying a chemical compound based on its molar mass and then connecting it to a specific NASA mission. This involves two steps of reasoning, making it a multi-hop question."
c84861737e,In which publication was the required description for the family name of organisms with a lower classification of Pteleocarpa published in 2011?,Kew Bulletin,multi-hop,The question requires identifying the publication that described the family name (higher classification) for organisms with 'Pteleocarpa' (lower classification) in 2011. This involves (1) establishing taxonomic relationships and (2) locating the specific 2011 source. Multiple steps of biological classification knowledge and literature retrieval are needed.
fb0ae66367,"Which French administrative division is the location of Henri Préaux's birthplace a part of since January 1, 2017?",Communauté urbaine du Grand Reims,multi-hop,The question requires two steps: identifying Henri Préaux's birthplace and determining the current French administrative division it belongs to since 2017. The answer cannot be derived from a single fact but requires connecting multiple pieces of information.
d1bd6ef326,"Which river is the city where Andrii Sybiha‎ was born, located in western Ukraine, situated on?",Strypa River,multi-hop,The question requires first identifying the birthplace of Andrii Sybiha (a city in western Ukraine) and then determining which river that city is situated on. This involves two distinct steps of reasoning.
d248df3ecd,"Which musician played lead guitar on the song ""Valkyrie Rising"" on the album written by Veronica Freeman and composed by Pete Wells?",Craig Goldy,multi-hop,"The question requires identifying the album by its writer and composer first, then determining the musician who played lead guitar on a specific track. This involves multiple steps of connecting information."
7d8fcf6de7,In which city did the travel marketing platform that develops AI-powered guest experience solutions launch its first international office in 2013?,London,multi-hop,"The question requires identifying a city based on a description of a company's launch of an international office. While the company is described, the answer may require connecting the company's name (based on the description) to its 2013 office location, implying a multi-step process. However, if the description uniquely identifies the company and its 2013 event, it could be one-hop. The ambiguity in whether the description alone suffices classifies this as multi-hop."
265386e1a5,"Which company purchased the broadcast license of the radio station which serves Kearney, Ravenna, and Grand Island, and is sister to KRGY from Community Radio, Incorporated, in 2010?","Legacy Communications, LLC",multi-hop,"The question requires multiple steps of reasoning: first identifying the sister station to KRGY under Community Radio, Incorporated, then determining which company purchased its broadcast license in 2010. This involves connecting information across different sources and timelines, making it a multi-hop question."
aba0924460,To which group of anti-inflammatory medicines does the drug with DrugBank ID DB00394 belong?,corticosteroids,multi-hop,The question requires identifying the drug from its DrugBank ID (DB00394) and then determining its classification within anti-inflammatory medicine groups. This involves two steps: retrieving the drug's name/identity and mapping it to its pharmacological class.
00941ce0cf,What is the name of the enzyme encoded by the human gene which has the alias 'RING-type E3 ubiquitin transferase UBR1' and 'ubiquitin-protein ligase E3-alpha-I'?,ubiquitin-protein ligase E3 component n-recognin 1,one-hop,"The question asks for the name of an enzyme encoded by a human gene using two aliases. This is a direct query for an entity's property (the enzyme's name), even with two aliases provided. No multiple reasoning steps are needed."
38e6afb667,"In which country is the island named after Rurutu Airport, where Robert Bollt conducted archaeological excavations, located?",French Polynesia,multi-hop,"The question requires multiple steps of reasoning. First, it requires determining the island named after Rurutu Airport. Then, it requires identifying the country where this island is located. Additionally, it implicitly links Robert Bollt’s excavations to the location, which may involve connecting related entities. This sequential dependency on multiple factual connections classifies it as a multi-hop question."
f785ce971a,"Which mobile automotive repair startup company, based in Seattle, Washington, acquired the car repair and maintenance service provider that was formerly known as Service Marketplace Inc. in June 2022?",Wrench,multi-hop,"The question requires identifying a company that meets multiple criteria (based in Seattle, a mobile automotive repair startup, and acquired Service Marketplace Inc. in June 2022). This necessitates connecting multiple facts about the company's location, business model, and acquisition activity."
0fe2f76b4e,In which month of 2017 did the European Medicines Agency grant orphan drug designation to the drug with DrugBank ID DB11978?,October,multi-hop,"The question requires first identifying the drug associated with DrugBank ID DB11978 and then determining the month in 2017 when the EMA granted its orphan drug designation. This involves two distinct steps of information retrieval, making it a multi-hop question."
f6ca0a90ae,"In the movie which contains the album with 4 primary release tracks, what is the name of the character who is the nephew of ""well-done"" Vasu?",Kunjiraman,multi-hop,"The question requires three steps: 1) Identify an album with 4 primary release tracks, 2) Link that album to its associated movie, 3) Find Vasu's nephew character in that movie. These interconnected queries necessitate multiple hops across different knowledge domains (music, movies, and character relationships)."
44ab39ccd5,"In which state of the United States is the town of Danby, NY located?",New York,one-hop,"The question can be answered directly by identifying the state abbreviation 'NY' in the town's name, which corresponds to the state of New York. This requires a single factual lookup without connecting multiple pieces of information."
8ab8da32d6,"Which family was the genus, with a sibling of Azara and Flacourtia, formerly classified in?",Flacourtiaceae,multi-hop,"The question requires identifying a genus that was a formal sibling to Azara and Flacourtia and determining its former family classification. This involves multiple steps of connecting taxonomic relationships and historical classifications, making it a multi-hop question."
17a8043deb,Which Italian city is the location of the monumental stabile sculpture completed in 1962 by Alexander Calder?,Spoleto,one-hop,"The question seeks a specific Italian city associated with a monumental stabile sculpture completed in 1962 by Alexander Calder. This requires retrieving a single, direct factual entity (the city) based on the unique combination of the sculptor, work type, and completion year. No multi-step reasoning or connecting disparate facts is explicitly needed."
79ca95443e,Which city did the Theban general who commanded some Boeotian forces under Clearchus at Byzantium escape to after being captured as a prisoner of war in Athens?,Decelea,multi-hop,"The question requires identifying a specific Theban general involved in historical events (under Clearchus at Byzantium, captured in Athens) and then determining where he escaped to. This involves multiple steps of connecting entities (general's name, his capture, escape) and contextual historical knowledge."
bc20dd7461,"What type of protein family does the protein encoded by the gene also known as ""Cark"" belong to?",MAP kinase kinase kinase,multi-hop,"The question requires multiple steps: identifying the gene 'Cark', determining the protein it encodes, and then classifying that protein into a family. This chained reasoning makes it a multi-hop question."
f1cd53cbf8,"According to the legendary history of Rome, which king captured the ancient town of central Italy, c. 15 km northeast of Rome by the Via Collatina?",King Tarquinius Priscus,one-hop,"The question asks for the name of the Roman king associated with capturing a specific ancient town (near Rome via Via Collatina) according to legendary history. This requires identifying a single entity (the king) based on a location and event from Roman mythology, which is a direct fact retrieval and does not involve multi-step reasoning."
360c09dd46,Which record label released the album titled 'Aquarello' in 1998 by Fabio Capanni and Nicola Alesini?,All Saints label,one-hop,"The question asks for the specific record label that released the album 'Aquarello' in 1998 by the mentioned artists. This requires retrieving a single, direct fact (the label) linked to the album, making it a one-hop query."
8070ec81c0,"What is the name of the alien race to which the female techno-artist, a fictional character in the Marvel Cinematic Universe, belongs?",Krylorian,multi-hop,"The question requires identifying a fictional character described as a 'female techno-artist' in the MCU and determining the alien race they belong to. This involves first determining the character's identity (e.g., Sorell, a Sotecker engineer in some Marvel lore) and then connecting that to the Sotecker race, which involves multiple steps of reasoning and cross-referencing character traits with alien race definitions."
a26919eeed,"Which record label released the album with tracks ""Nebeula"" and ""Present"" by Derek Bailey, Jamaaladeen Tacuma, and Calvin Weston in 2000?",Tzadik Records,multi-hop,"The question requires identifying the album with the specified tracks by the given artists and then determining the record label that released it in 2000. This involves two distinct steps (connecting tracks to an album and then the label), making it multi-hop."
d3f4e84ac6,"According to the Venetic theory, which people are considered the last remnant of the original European tribe who spoke Gaulish and dwelled in Armorica, in the southern part of the Brittany Peninsula, during the Iron Age and the Roman period?",most of the northern Slavs as well as the Slovenes and some Croats,one-hop,"The question asks for the identification of a specific people according to the Venetic theory, which directly links to the Veneti. While it involves a historical theory and a specific location/time, the answer requires a single piece of factual information connecting the theory to the group. This does not require multiple steps of reasoning."
c8acdedee6,"Which company completed the acquisition of the warehouse business founded in 2012 that operates in Europe, in November 2017?",China Investment Corporation,multi-hop,The question requires identifying the warehouse business founded in 2012 operating in Europe (first step) and then determining the company that acquired it in November 2017 (second step). This two-step reasoning involves connecting multiple pieces of information.
d86772d186,In which Indian state was the Afghanistan portion of the 1957 film which has the synopsis 'A fruit vendor befriends a little girl who reminds him of his daughter. But fate tears them apart when he's arrested and imprisoned' shot?,Rajasthan,multi-hop,"The question requires identifying the film based on its synopsis and then determining the Indian state where its Afghanistan portion was shot, involving multiple steps of information retrieval and connection."
2f8e45df03,"According to the Shahnameh, who was the father of the ninth Shah of the Pishdadian dynasty of Persia, who is also known as Nauzar?",Manuchehr,one-hop,"The question asks for a specific factual relationship (father of the ninth Shah of the Pishdadian dynasty) from the Shahnameh. If the Shahnameh explicitly states this lineage, the answer requires a single direct retrieval. No multi-step inference is indicated."
a68da21b9a,In which Roman province was the colonia in the Roman province of Numidia situated where Guelma in Algeria now stands located?,Numidia,multi-hop,"The question asks for the Roman province associated with Guelma (Algeria), which was part of ancient Numidia. It requires connecting multiple historical facts: (1) the modern location to its ancient counterpart, (2) Numidia's annexation into the Roman province of Africa Proconsularis (later Africa Prima), and (3) identifying the specific Roman province. The answer depends on multiple steps of contextual reasoning."
b4e3798652,What language were the Sinhala commentaries translated into by Buddhaghosa in the fifth century to create the collection of Pali commentaries on the Theravada Tipitaka Vinaya?,Pali,one-hop,"The question directly asks for the language into which the Sinhala commentaries were translated by Buddhaghosa in the fifth century, which is a specific historical fact. The answer (Pali) is a single, direct piece of information that does not require connecting multiple entities or steps of reasoning beyond identifying the target language. The phrasing directly points to a known fact about Buddhaghosa's work on Pali commentaries."
bfb328ac98,"In which city in Tasmania did the Aboriginal Tasmanian woman who was taken from her family and had children with George Briggs, an English convict and sealer, die?",Perth,multi-hop,"The question requires identifying an Aboriginal woman in Tasmania linked to George Briggs, then determining her death city. It involves multiple steps: connecting historical events (taken from family, children with Briggs) to the person (likely Truganini) and her death location."
0304455a46,"Which international bicycle route passes through the Hungarian village with a total area of 13.27 square kilometers, and that uses Central European Time Zone?","EuroVelo International Bicycle Route 13, ""Iron Curtain""",multi-hop,"The question requires identifying a Hungarian village with specific area and time zone, then determining the international bicycle route through it. This involves multiple steps."
bd8126ee45,"Which Hungarian-Italian pornographic actress-turned-politician inspired the song ""Cicciolina""?",Ilona Staller,one-hop,"The question asks for the direct identification of a specific individual known for being a Hungarian-Italian pornographic actress-turned-politician and the inspiration behind the song 'Cicciolina'. This requires a single, factual lookup."
99ea468231,Which radio station's tower site is shared with the FM broadcasting station founded on 2006-04-11 on Elk Mountain?,Wyoming Public Radio's KAIW,multi-hop,The question requires two steps: identifying the FM station founded on 2006-04-11 on Elk Mountain and determining which other radio station shares its tower site. This involves connecting two separate pieces of information.
bf7f47bdbf,"Under which open source license is the server-side, Android app, and iOS client source code available on GitHub for the digital photography sharing and management platform that shut down on March 31, 2015?",Apache open source license,multi-hop,"The question requires identifying the specific digital photography platform that shut down on March 31, 2015 (e.g., 'Flickr' or another service), and then retrieving its open-source license information. This involves connecting two pieces of information and requires multiple steps."
89b9938dd1,Which country is the origin of the electric vehicle supplier and manufacturer that was founded in 2009 and is based in London?,Turkey,multi-hop,"The question requires identifying the electric vehicle company based in London, founded in 2009, and then determining its country of origin. This involves two steps: first locating the entity that matches specific criteria, then retrieving a property of that entity. Multi-hop reasoning is needed to link these steps."
38bc2304b9,What is the postal code associated with the island which has an area of 0.13557 square kilometers?,78467 (Constance-Wollmatingen),multi-hop,The question requires two steps: first identifying the island based on its area (0.13557 km²) and then retrieving its postal code. This multi-step process involves connecting information from different sources.
bfd3f9d75c,"Which organization is listed as a partner of the European Office of Crafts, Trades and Small and Medium-sized Enterprises for Standardisation?",Council of Small Business of Australia,one-hop,"The question asks for a specific organization listed as a partner of a particular entity. This requires retrieving a single direct fact (the name of the partner organization), making it a one-hop question."
aa4277e28d,Which company currently owns the radio station broadcasting in the Country music format under the branding 'Columbia's Country'?,"Radio Maria, Inc.",one-hop,The question asks for the current owner of a specific radio station identified by its branding and format. It requires retrieving a single direct fact (the owner) based on the given station details. There is no explicit need for multi-step reasoning or connecting multiple entities.
bd87902d3f,"According to a passage from one of his inscriptions, which body of water did the son of Sargon of Akkad lead a fleet down?",Persian Gulf,multi-hop,"The question requires identifying the son of Sargon of Akkad and then determining the body of water mentioned in his inscription. This involves connecting two pieces of information (the son's identity and the inscription's content), making it a multi-hop question."
8ed332e1a5,"In the moving image which has the synopsis 'A minister is pitted against invisible foes.', which actor plays the role of a communist Chief Minister of Kerala?",Hareesh Peradi,multi-hop,"The question requires identifying the correct movie based on the synopsis and then determining which actor plays the specified role. This involves multiple steps of reasoning and connecting information (first determining the movie, then the actor), making it a multi-hop question."
1605494e1f,"In which province of Armenia is the town also known as Khanjian, Armenia located?",Armavir Province,one-hop,The question asks for the specific province in Armenia where the town Khanjian is located. This requires a single direct fact lookup about the town's administrative location. There is no need for multi-step reasoning or combining information from different sources.
1501b8ab26,In which Indian state is the birthplace of Pragada Kotaiah and P. Ankineedu Prasada Rao located?,Andhra Pradesh,multi-hop,"The question asks for the Indian state where the birthplaces of two individuals, Pragada Kotaiah and P. Ankineedu Prasada Rao, are located. This requires retrieving the birthplace information for each person and determining which state both are associated with. Since it involves connecting information from two separate entities, it necessitates multiple steps of reasoning."
936c7585a9,"Which political party did dozens of militants of the Basque nationalism party, which operates in Spain and was founded in 2012-01-28, including Joxe Iriarte Bikila, integrate into in February 2015?",Alternatiba,multi-hop,"The question requires identifying the original Basque nationalist party (founded in 2012) as Sortu, then determining that a faction of its militants (including Joxe Iriarte Bikila) integrated into Geroa in February 2015 via a multi-step process involving party realignment and historical context. This involves connecting two separate facts (party identity and merger details)."
1b9cc44069,"Which river flows through the town, which includes the tourist attraction Daugėliškiai bunker and where Aloyzas Stasiulevičius was born?",Dubysa River,multi-hop,"The question requires identifying the town associated with both the Daugėliškiai bunker and the birthplace of Aloyzas Stasiulevičius, and then determining the river flowing through that town. This involves multiple steps of connecting entities and properties."
5f868925a9,In which Italian town was the production plant of the organization founded in 1868 by Stefano Pernigotti located?,Novi Ligure,multi-hop,"The question requires two steps: identifying the organization founded by Stefano Pernigotti in 1868 (Pernigotti, a biscuit company) and then determining the Italian town where its production plant was located. This involves connecting multiple pieces of information, making it a multi-hop question."
065cfbf906,"How many voice actors for the character ""Arthur"" in the Arthur TV series were still alive as of 2020",All 9 voice actors who have voiced Arthur are still alive as of 2020.,multi-hop,The question requires two steps: identifying the voice actors for Arthur in the TV series and checking if they were still alive as of 2020. This involves connecting information from different sources (TV series cast and current survival status of actors).
3c0046979c,How many years after CVT was invented did it take for Toyota to use it in its vehicles?,121,multi-hop,The question requires determining two separate pieces of information: the invention year of CVT and the year Toyota first used it. Subtracting these dates involves multiple steps and connecting different facts.
